"id","x_name","x_studio_tag_ids","x_studio_periodo","x_studio_descripcion","x_studio_marca","x_studio_ean","x_color","x_studio_proveedor","x_studio_trazabilidad_levantamiento","x_studio_actor_relevante","x_studio_sin_ficha","x_studio_eye","x_studio_raee","x_studio_pilas","x_studio_neumaticos","x_studio_baterias","x_studio_aceites_y_lubricantes","x_studio_textil","x_studio_stage_id"
"__export__.x_productos_16354_0cc3c2ef","454374","COTILLON","","GLOBO MET ROSADO 32IN LETRA Z BIG PA","BIG PARTY","3100004543743","0","","","Constanza Gaete","True","True","","","","","","","Completado"
"__export__.x_productos_16355_a14d98cd","454371","COTILLON","","GLOBO MET ROSADO 32IN LETRA W BIG PA","BIG PARTY","3100004543712","0","","","Constanza Gaete","True","True","","","","","","","Completado"
"__export__.x_productos_16356_7ca45ad6","454309","COTILLON","","GLOBO MET CELESTE 32IN LETRA K BIG P","BIG PARTY","3100004543095","0","","","Constanza Gaete","True","True","","","","","","","Completado"
"__export__.x_productos_16357_6a60a9aa","454319","COTILLON","2023","GLOBO MET CELESTE 32IN LETRA P BIG P","BIG PARTY","3100004543194","0","","","Constanza Gaete","True","True","","","","","","","Completado"
"__export__.x_productos_16358_a0d8e336","454327","COTILLON","","GLOBO MET CELESTE 32IN LETRA W BIG P","BIG PARTY","3100004543279","0","","","Constanza Gaete","True","True","","","","","","","Completado"
"__export__.x_productos_16359_5140e679","454328","COTILLON","","GLOBO MET CELESTE 32IN LETRA X BIG P","BIG PARTY","3100004543286","0","","","Constanza Gaete","True","True","","","","","","","Completado"
"__export__.x_productos_16360_6d0a9ac0","454330","COTILLON","","GLOBO MET CELESTE 32IN LETRA Z BIG P","BIG PARTY","3100004543309","0","","","Constanza Gaete","True","True","","","","","","","Completado"
"__export__.x_productos_16361_ea57dcb3","454372","COTILLON","","GLOBO MET ROSADO 32IN LETRA X BIG PA","BIG PARTY","3100004543729","0","","","Constanza Gaete","True","True","","","","","","","Completado"
"__export__.x_productos_16362_f091c348","454363","COTILLON","","GLOBO MET ROSADO 32IN LETRA Q BIG PA","BIG PARTY","3100004543637","0","","","Constanza Gaete","True","True","","","","","","","Completado"
"__export__.x_productos_16363_2b679ab4","454320","COTILLON","","GLOBO MET CELESTE 32IN LETRA Q BIG P","BIG PARTY","3100004543200","0","","","Constanza Gaete","True","True","","","","","","","Completado"
"__export__.x_productos_16364_199778c6","386537","OFICINA Y LIBRERIA","","PIZARRA MAGNETOS SET DE 6 PIEZAS 30 MM L","LAVORO","","0","","","Sahira Aguado","","","","","","","","","No completado - Nuevo"
"__export__.x_productos_16365_e3e210c7","396371","JUGUETERIA","","COMPUTADOR ACTIVIDADES 33 X 23 CMS      ","NOBEL TOYS","","0","","","Carolina Vega","","","","","","","","","No completado - Nuevo"
"__export__.x_productos_16367_5c9ab944","428027","JUGUETERIA","","DRAGON LUZ Y MOVIMIENTO EN CON VENTANA 2","NOBEL TOYS","","0","","","Carolina Vega","","","","","","","","","No completado - Nuevo"
"__export__.x_productos_16368_12b3f846","454398","COTILLON","","GLOBO METALICO DORADO 32IN #4 BIG PARTY ","BIG PARTY","3100004543989","0","","","Constanza Gaete","","True","","","","","","","Completado"
"__export__.x_productos_16369_2b424207","454449","COTILLON","","GLOBO MET PLATEADO 32IN #5 BIG PARTY    ","BIG PARTY","3100004544498","0","","","Constanza Gaete","","True","","","","","","","Completado"
"__export__.x_productos_16372_8f2eac4c","420416","JUGUETERIA","","GRANJA CON FIGURAS   28X21              ","NOBEL TOYS","","0","","","Carolina Vega","","","","","","","","","No completado - Nuevo"
"__export__.x_productos_16373_439f22b4","415703","JUGUETERIA","","LENTES PARA AGUA MAX STEEL MATTEL       ","MATTEL","","0","","","Carolina Vega","","True","","","","","","","Completado"
"__export__.x_productos_16374_de3da73e","523107","COTILLON","2022,2023","SET CUMPLEAÑOS POWER RANGER P/ 6 PERSONA","POWER RANGER","3100005231076","0","PRONOBEL","","Constanza Gaete","","","","","","","","","No completado - Nuevo"
"__export__.x_productos_16375_8e4d4369","411382","TECNOLOGIA","2022,2023","CARGADOR NBK   19V / 4,74A / 90","DATACOM","3100004113823","0","SHENZHEN TIANJIU ELECTRONICS CO LTD","PRONOBEL/SHENZHEN TIANJIU ELECTRONICS CO LTD","Karin Navarro","True","","","","","","","","No completado - Nuevo"
"__export__.x_productos_16376_097d7923","496215","HOGAR","2022","BOT TAPA REDONDA 500ML EMOJI","EMOJI","3100209029882","0","EASYSTART INDUSTRIAL CO., LIMITED.","","Paola Piccinini","True","True","","","","","","","Completado"
"__export__.x_productos_16377_1c60b4c7","442500","TECNOLOGIA","2022,2023","CARGADOR NBK 19V 1.58 90W / 5.5*2.5","DATACOM","","0","SHENZHEN TIANJIU ELECTRONICS CO LTD","PRONOBEL/SHENZHEN TIANJIU ELECTRONICS CO LTD","Karin Navarro","True","","","","","","","","No completado - Nuevo"
"__export__.x_productos_16378_ff58c221","420336","JUGUETERIA","","AVION A BATERIA 23X21 CM                ","NOBEL TOYS","","0","","","Carolina Vega","","","","","","","","","No completado - Nuevo"
"__export__.x_productos_16379_14da898b","435352","COTILLON","","SET 10 VASOS 300CC ROSADO BIG PARTY     ","BIG PARTY","3100004353526","0","","","Constanza Gaete","","True","","","","","","","Completado"
"__export__.x_productos_16380_e6c6d57d","517697","JUGUETERIA","","ADIVINA QUIEN ES EL JUGADOR 30X26 CM    ","NOBEL TOYS","3100005176971","0","","","Constanza Gaete","","","","","","","","","No completado - Nuevo"
"__export__.x_productos_16381_697b78dc","461253","TECNOLOGIA","2022","TONER ALTERNATIVO HP COLOR C310B NEGRO D","DATACOM","","0","NINESTAR IMAGE TECH LIMITED","PRONOBEL/NINESTAR IMAGE TECH LIMITED","Karin Navarro","True","","","","","","","","No completado - Nuevo"
"__export__.x_productos_16382_2dd182ce","415625","OFICINA Y LIBRERIA","2022","FIGURAS MADERA CORAZONES 60 UNI","ART & CRAF","3100004156257","0","NINGBO SUNLIT INTERNATIONAL CO., LTD.","PRONOBEL/NINGBO SUNLIT INTERNATIONAL CO., LTD.","Paola Mena","True","True","","","","","","","Completado"
"__export__.x_productos_16383_9683fea9","415627","OFICINA Y LIBRERIA","","FIGURAS MADERA CIRCULOS 60 UNI","ART & CRAF","","0","","","Paola Mena","True","","","","","","","","No completado - Nuevo"
"__export__.x_productos_16384_61711121","272613","OFICINA Y LIBRERIA","","BOLSA REGALOT/O NI?O GDE 32X26 CM.      ","NOBEL GIFT","","0","","","Constanza Gaete","","True","","","","","","","Completado"
"__export__.x_productos_16385_d72a3002","272615","OFICINA Y LIBRERIA","","BOLSA REGALOT/O DAMA JUMBO 45X33 CM.    ","NOBEL GIFT","","0","","","Constanza Gaete","","True","","","","","","","Completado"
"__export__.x_productos_16388_51b1eec3","402566","JUGUETERIA","","SET PLAYA MOCHILA SPIDERMAN MARVEL      ","MARVEL","","0","","","Carolina Vega","","","","","","","","","No completado - Nuevo"
"__export__.x_productos_16389_c8b55a29","403927","JUGUETERIA","","MUÑECA FASHION C/ACCES Y VESTIDOS       ","NOBEL TOYS","","0","","","Carolina Vega","","True","","","","","","","Completado"
"__export__.x_productos_16390_754045bc","405218","JUGUETERIA","2022","PELOTA INFLABLE HOT WHEELS MATTEL       ","MATTEL","","0","JUSTWARE INTERNATIONAL HONG KONG LI MITED","PRONOBEL/JUSTWARE INTERNATIONAL HONG KONG LI MITED","Carolina Vega","","True","","","","","","","Completado"
"__export__.x_productos_16391_75c7b1ca","418723","JUGUETERIA","","SET DEPORTIVO PALETA DE MADERA AMAZING S","MARVEL","","0","","","Carolina Vega","","True","","","","","","","Completado"
"__export__.x_productos_16392_37324fd6","420466","JUGUETERIA","","MUÑECA VETERINARIA C/ACCES 33 CM        ","NOBEL TOYS","","0","","","Carolina Vega","","True","","","","","","","Completado"
"__export__.x_productos_16393_cdd19b67","420491","JUGUETERIA","","JEEP A FRICCION 26X18 CMS               ","NOBEL TOYS","","0","","","Carolina Vega","","True","","","","","","","Completado"
"__export__.x_productos_16395_6c233d7a","411803","JUGUETERIA","","RELOJ DIDACTICO MY LITTLE PONNY HASBRO  ","HASBRO","3100004118033","0","","","Carolina Vega","","","","","","","","","No completado - Nuevo"
"__export__.x_productos_16396_37c4031a","435349","COTILLON","","SET 10 VASOS 300CC BLANCOS BIG PARTY    ","BIG PARTY","3100004353496","0","","","Constanza Gaete","","True","","","","","","","Completado"
"__export__.x_productos_16397_01c8f9e8","499631","JUGUETERIA","2023","ARCO DE FUTBOL 2EN1 C/PELOTA 84X25CM    ","NOBEL TOYS","3100269136933","0","","","Carolina Vega","","True","","","","","","","Completado"
"__export__.x_productos_16398_b13299e4","445730","JUGUETERIA","","BEBE EN CAJA CON ACCESORIOS 34X18 CM NOB","NOBEL TOYS","","0","","","Carolina Vega","","","","","","","","","No completado - Nuevo"
"__export__.x_productos_16400_011376e0","420553","JUGUETERIA","","VAQUITA CON SONIDO 21X18 CMS            ","NOBEL TOYS","","0","","","Carolina Vega","","","","","","","","","No completado - Nuevo"
"__export__.x_productos_16401_a001ca44","454035","JUGUETERIA","","SET SONAJEROS 3 PZS 24 X 14 CMS         ","NOBEL TOYS","","0","","","Carolina Vega","","","","","","","","","No completado - Nuevo"
"__export__.x_productos_16402_698d3e3d","379977","JUGUETERIA","2022","CELULAR CON TAPA MICKEY DISNEY","DISNEY","","0","FORCE LINK (CHINA) LTD. SHANTOU YIFENG TRADING DEVELOPMENT","","Carolina Vega","True","","","","","","","","No completado - Nuevo"
"__export__.x_productos_16403_2624fcd5","386909","OFICINA Y LIBRERIA","2022,2023","MOCHILA NOTEBOOK 14.1 CAFE","DATACOM","","0","DESCONTINUADO","","Paola Mena","True","","","","","","","","No completado - Nuevo"
"__export__.x_productos_16404_fd9e1c7f","427443","JUGUETERIA","","PUZZLE CUBO 3D 12 PIEZAS MARVEL         ","MARVEL","","0","","","Carolina Vega","","True","","","","","","","Completado"
"__export__.x_productos_16405_263476d4","428021","JUGUETERIA","","ESTRELLA MUSICAL LUZ Y MOVIMI EN CAJA 23","NOBEL TOYS","","0","","","Carolina Vega","","","","","","","","","No completado - Nuevo"
"__export__.x_productos_16406_336098d1","501548","JUGUETERIA","","MUÑECA FASHION C/ACCES 20X33CM NOBEL    ","NOBEL TOYS","3100235220581","0","","","Carolina Vega","","True","","","","","","","Completado"
"__export__.x_productos_16407_52937a0a","440072","JUGUETERIA","","MASCARA Y SNORKEL DE AGUA CAPITAN AMERIC","MARVEL","","0","","","Carolina Vega","","True","","","","","","","Completado"
"__export__.x_productos_16408_ea5aeb02","445996","JUGUETERIA","","CAMION MILITAR FRICCION 17X13 CM        ","NOBEL TOYS","3100004459969","0","","","Carolina Vega","","True","","","","","","","Completado"
"__export__.x_productos_16409_734ec794","446001","JUGUETERIA","","JUEGO DOCTOR TIRITON 30X26 CM           ","NOBEL TOYS","","0","","","Constanza Gaete","","","","","","","","","No completado - Nuevo"
"__export__.x_productos_16410_8900dd96","446005","JUGUETERIA","","PECESITO LUZ,SONIDO Y MOV 17X25CM       ","NOBEL TOYS","","0","","","Carolina Vega","","","","","","","","","No completado - Nuevo"
"__export__.x_productos_16412_c836434f","420354","JUGUETERIA","","CAMION LUZ Y SONIDO 30X24 C             ","NOBEL TOYS","","0","","","Carolina Vega","","True","","","","","","","Completado"
"__export__.x_productos_16413_df6c3116","502841","JUGUETERIA","","SET BLOQUES MADERA 37X28CM NOBEL TOYS   ","NOBEL TOYS","3100298385869","0","","","Carolina Vega","","","","","","","","","No completado - Nuevo"
"__export__.x_productos_16414_efbadb75","423924","OFICINA Y LIBRERIA","","LIBRO FABULAS TAPA DURA I","ART & CRAF","","0","","","Paola Mena","True","True","","","","","","","Completado"
"__export__.x_productos_16415_2b73bfce","390581","JUGUETERIA","","PIZARRA MAGICA MICKEY CLUB HOUSE B/N DIS","DISNEY","","0","","","Carolina Vega","","True","","","","","","","Completado"
"__export__.x_productos_16416_bc93ae49","437910","JUGUETERIA","","BEBE CON ACCESORIOS EN MALETIN 26 CMS   ","NOBEL TOYS","","0","","","Carolina Vega","","","","","","","","","No completado - Nuevo"
"__export__.x_productos_16417_3f735f8d","453831","JUGUETERIA","2022","COLCHONETA BUMBLEBEE HASBRO             ","HASBRO","","0","JUSTWARE INTERNATIONAL HONG KONG LI MITED","PRONOBEL/JUSTWARE INTERNATIONAL HONG KONG LI MITED","Carolina Vega","","","","","","","","","No completado - Nuevo"
"__export__.x_productos_16418_f93c3647","422240","TECNOLOGIA","2022,2023","CARGADOR NBK 19.5V 3.34A 65W 7.9X","DATACOM","","0","SHENZHEN TIANJIU ELECTRONICS CO LTD","PRONOBEL/SHENZHEN TIANJIU ELECTRONICS CO LTD","Karin Navarro","True","","","","","","","","No completado - Nuevo"
"__export__.x_productos_16419_a2e13f2e","404387","JUGUETERIA","","JEEP 4X4 FRICCION 19X13 NOBEL TOYS      ","NOBEL TOYS","","0","","","Carolina Vega","","True","","","","","","","Completado"
"__export__.x_productos_16420_2e906ec8","427762","JUGUETERIA","","SET 10 AUTOS PULLBACK EN CAJA CON VENTAN","NOBEL TOYS","","0","","","Carolina Vega","","","","","","","","","No completado - Nuevo"
"__export__.x_productos_16421_ced1a9d9","428031","JUGUETERIA","","MAQUINA CONST MUSICAL Y LU 25X14        ","NOBEL TOYS","","0","","","Carolina Vega","","","","","","","","","No completado - Nuevo"
"__export__.x_productos_16422_9be3bc35","425942","OFICINA Y LIBRERIA","","PIZARRA MAGNETICA BLANCA 90X120 M/ALUMINIO DIMERC","DIMERC","3100801839100","0","","","Sahira Aguado","True","True","","","","","","","Completado"
"__export__.x_productos_16423_2bb73c82","404155","JUGUETERIA","","AVION ENCAJE EN MALLA 24 X              ","NOBEL TOYS","","0","","","Carolina Vega","","","","","","","","","No completado - Nuevo"
"__export__.x_productos_16425_cb5724a7","420451","JUGUETERIA","","MOVIL MUSICAL OSITOS TELA  26X37 CMS CAJ","NOBEL TOYS","","0","","","Carolina Vega","","","","","","","","","No completado - Nuevo"
"__export__.x_productos_16426_f738f109","420453","JUGUETERIA","","MOVIL PLASTICO ANIMALES                 ","NOBEL TOYS","","0","","","Carolina Vega","","","","","","","","","No completado - Nuevo"
"__export__.x_productos_16427_31f6c3ce","420583","JUGUETERIA","","SET FIGURAS MILITAR 15X12 CMS DISPLAY   ","NOBEL TOYS","","0","","","Carolina Vega","","","","","","","","","No completado - Nuevo"
"__export__.x_productos_16428_752f67ed","427754","JUGUETERIA","","SET MILITAR EN BOLSA PEQUE?O 19X19      ","NOBEL TOYS","3100004277549","0","","","Carolina Vega","","","","","","","","","No completado - Nuevo"
"__export__.x_productos_16429_577795cc","428092","COTILLON","","PELUCA CARNAVAL AFRO TRICOLOR 100GMS BIG","BIG PARTY","","0","","","Constanza Gaete","","","","","","","","","No completado - Nuevo"
"__export__.x_productos_16431_ed9fcb26","436660","JUGUETERIA","2022","LANZA BURBUJAS SPIDERMAN MARVEL         ","MARVEL","3100004366601","0","FORCE LINK (CHINA) LTD. SHANTOU YIFENG TRADING DEVELOPMENT","","Carolina Vega","","True","","","","","","","Completado"
"__export__.x_productos_16432_b3f271b5","523774","TECNOLOGIA","2022,2023","TECLADO GAMING RETROILUM 111 TECLAS USB ","DATACOM","3100271400695","0","STARWAVE TECHNOLOGY CO LIMITED","","Karin Navarro","","","","","","","","","No completado - Nuevo"
"__export__.x_productos_16433_93550b55","411386","TECNOLOGIA","2022,2023","CARGADOR NBK PACKARD BELL 19V / 4","DATACOM","","0","SHENZHEN TIANJIU ELECTRONICS CO LTD","PRONOBEL/SHENZHEN TIANJIU ELECTRONICS CO LTD","Karin Navarro","True","","","","","","","","No completado - Nuevo"
"__export__.x_productos_16434_ed68e490","427692","JUGUETERIA","","CAMIONETA FRICCION CON LUZ 34           ","NOBEL TOYS","","0","","","Carolina Vega","","True","","","","","","","Completado"
"__export__.x_productos_16435_7898c76f","436736","JUGUETERIA","","PROYECTOR IMAGENES SPIDERMAN ULTIMATE MA","MARVEL","","0","","","Carolina Vega","","","","","","","","","No completado - Nuevo"
"__export__.x_productos_16436_0a241652","523109","COTILLON","2022,2023","SET CUMPLEAÑOS DISTROLLER P/ 6 PERSONAS ","DISTROLLER","3100005231090","0","PRONOBEL","","Constanza Gaete","","","","","","","","","No completado - Nuevo"
"__export__.x_productos_16437_6a4a2b29","442505","TECNOLOGIA","2022","CARGADOR NBK   16 V / 4A 65W / 6.5*4,4","DATACOM","","0","SHENZHEN TIANJIU ELECTRONICS CO LTD","PRONOBEL/SHENZHEN TIANJIU ELECTRONICS CO LTD","Karin Navarro","True","","","","","","","","No completado - Nuevo"
"__export__.x_productos_16438_5c6de739","409246","JUGUETERIA","","CUBO DIDACTICO  MONSTER U DISNEY        ","DISNEY","","0","","","Carolina Vega","","","","","","","","","No completado - Nuevo"
"__export__.x_productos_16439_089636b9","420570","JUGUETERIA","","SET DE DINOSAURIOS EN DI                ","NOBEL TOYS","","0","","","Carolina Vega","","","","","","","","","No completado - Nuevo"
"__export__.x_productos_16440_a1adbc90","424532","OFICINA Y LIBRERIA","","ETIQUETA SOBRE 16X22MM 200UNI","LAVORO","","0","","","Sahira Aguado","True","True","","","","","","","Completado"
"__export__.x_productos_16441_37b9148b","397726","COTILLON","2022,2023","DOSIFICADOR DE ALIMENTO  DOKI           ","DOKI","","0","DESCONTINUADO","","Constanza Gaete","","","","","","","","","No completado - Nuevo"
"__export__.x_productos_16442_38d3d8e5","411712","JUGUETERIA","","SET DEPORTIVO PALETA DE MADERA SPIDERMAN","MARVEL","","0","","","Carolina Vega","","True","","","","","","","Completado"
"__export__.x_productos_16444_88527ca4","438004","JUGUETERIA","","SET MILITAR CON MAPA EN BOLSA  28X21 CMS","NOBEL TOYS","","0","","","Carolina Vega","","","","","","","","","No completado - Nuevo"
"__export__.x_productos_16445_167f2ddd","453723","JUGUETERIA","","NAVE ESPACIAL C/ LUZ SONIDO  Y MOVIMIENT","NOBEL TOYS","","0","","","Carolina Vega","","","","","","","","","No completado - Nuevo"
"__export__.x_productos_16446_b595ad28","502070","JUGUETERIA","","CARRITO HELADOS 35X27                   ","NOBEL TOYS","3100272464481","0","","","Carolina Vega","","","","","","","","","No completado - Nuevo"
"__export__.x_productos_16447_e2f9531a","493818","COTILLON","2022","GLOBO METALICO 80CM NUMERO  2","BIG PARTY","3100218936317","0","HUNAN FREE","PRONOBEL/HUNAN FREE","Constanza Gaete","True","True","","","","","","","Completado"
"__export__.x_productos_16448_a031ff51","493817","COTILLON","2022","GLOBO METALICO 80CM NUMERO  1","BIG PARTY","3100216909207","0","HUNAN FREE","PRONOBEL/HUNAN FREE","Constanza Gaete","True","True","","","","","","","Completado"
"__export__.x_productos_16449_b8b8d5c1","408360","OFICINA Y LIBRERIA","","FIG GOMA EVA PLAYA 13 UNI","ART & CRAF","","0","","","Paola Mena","True","True","","","","","","","Completado"
"__export__.x_productos_16450_e3f18e74","399059","JUGUETERIA","","MUÑECO CON CUNA                         ","NOBEL TOYS","","0","","","Carolina Vega","","","","","","","","","No completado - Nuevo"
"__export__.x_productos_16451_b0eb7649","401616","OFICINA Y LIBRERIA","2022,2023","PORTAMINAS 0.7MM PLASTICO METAL AZUL    ","LAVORO","3100004016162","0","NINGBO BAILE STATIONERY MANUFACTURE CO., LTD.","","Paola Mena","","True","","","","","","","Completado"
"__export__.x_productos_16452_d3ae595f","404185","JUGUETERIA","","CAMION ENCAJE 22 X 18                   ","NOBEL TOYS","","0","","","Carolina Vega","","True","","","","","","","Completado"
"__export__.x_productos_16453_576a100f","405225","JUGUETERIA","","MASCARA P/AGUA HOT WHEELS MATTEL        ","MATTEL","","0","","","Carolina Vega","","True","","","","","","","Completado"
"__export__.x_productos_16454_2a516277","420668","OFICINA Y LIBRERIA","","BOLSA REGALOT/O VARON JUMBO 45X33 CM    ","NOBEL GIFT","3100004206686","0","","","Constanza Gaete","","True","","","","","","","Completado"
"__export__.x_productos_16455_fa8d5217","432633","OFICINA Y LIBRERIA","","OJITOS PLAST C/PESTAÑAS TAM SURT 42 UNI ","ART & CRAF","3100004326339","0","","","Paola Mena","","","","","","","","","No completado - Nuevo"
"__export__.x_productos_16456_6dcb4989","435924","OFICINA Y LIBRERIA","","BOLSA DE REGALO TODA OCASION DAMA MEDIAN","NOBEL GIFT","3100004359245","0","","","Constanza Gaete","","","","","","","","","Completado"
"__export__.x_productos_16457_43acbcdb","424526","OFICINA Y LIBRERIA","","ETIQUETA SOBRE 8X12MM 720UNI            ","LAVORO","","0","","","Sahira Aguado","","True","","","","","","","Completado"
"__export__.x_productos_16458_52666f94","425856","COTILLON","2022","SET VELAS FELIZ CUMPLEAN CON GLOBOS BIG ","BIG PARTY","3100004258562","0","RICHKING ASIA LIMITED","","Constanza Gaete","","","","","","","","","No completado - Nuevo"
"__export__.x_productos_16459_4af01ec6","433182","OFICINA Y LIBRERIA","2022","LONCHERA FLAT 3 DISEÑOS                 ","DRAGON BALL","","0","AIRWAY BAGS & FOOTWEAR","","Paola Mena","","","","","","","","","No completado - Nuevo"
"__export__.x_productos_16461_e7d0b5f3","435461","JUGUETERIA","","FREESBEE PLASTICO MARVEL                ","MARVEL","","0","","","Carolina Vega","","True","","","","","","","Completado"
"__export__.x_productos_16462_dd78eba3","438018","JUGUETERIA","","SET DINOSAURIO 5 PIEZAS EN BLISTER      ","NOBEL TOYS","","0","","","Carolina Vega","","","","","","","","","No completado - Nuevo"
"__export__.x_productos_16463_3fb07ade","438237","JUGUETERIA","","MUNECA EN CAJA 35X13 CMS                ","NOBEL TOYS","","0","","","Carolina Vega","","True","","","","","","","Completado"
"__export__.x_productos_16464_46134f29","440824","OFICINA Y LIBRERIA","2022,2023","ESTUCHE DOUBLE FLAT 4 DISEÑOS           ","NOBEL GIFT","","0","AIRWAY BAGS & FOOTWEAR","","Paola Mena","","True","","","","","","","Completado"
"__export__.x_productos_16465_6e1e8c94","441319","JUGUETERIA","","TABLA BODY MOANA DISNEY                 ","DISNEY","","0","","","Carolina Vega","","","","","","","","","No completado - Nuevo"
"__export__.x_productos_16467_bbeb745a","450826","JUGUETERIA","","TIRO AL BLANCO INFINITY WARS MARVEL     ","MARVEL","3100004508261","0","","","Carolina Vega","","","","","","","","","No completado - Nuevo"
"__export__.x_productos_16468_fa357148","468975","OFICINA Y LIBRERIA","","BOLSA DE REGALO TO BOTELLA              ","NOBEL GIFT","3100004689755","0","","","Constanza Gaete","","","","","","","","","No completado - Nuevo"
"__export__.x_productos_16469_f039a88d","502111","JUGUETERIA","","MUÑECA TELA 20 CM                       ","NOBEL TOYS","3100227305159","0","","","Carolina Vega","","True","","","","","","","Completado"
"__export__.x_productos_16471_c45039c9","424558","OFICINA Y LIBRERIA","2022","ETIQUETA COLOR 35X70 MM 30UNI VERDE     ","LAVORO","3100004245586","0","CANGNAN JUMING STATIONERY CO., LTD.","PRONOBEL/CANGNAN JUMING STATIONERY CO., LTD.","Sahira Aguado","","True","","","","","","","Completado"
"__export__.x_productos_16473_85837e6c","409835","JUGUETERIA","","SET DE TE EN BLISTER 16 PIEZAS PRINCESAS","DISNEY","","0","","","Carolina Vega","","","","","","","","","No completado - Nuevo"
"__export__.x_productos_16474_06827e05","445880","JUGUETERIA","","ORGANO MUSICAL EN CAJA 27X21            ","NOBEL TOYS","","0","","","Carolina Vega","","True","","","","","","","Completado"
"__export__.x_productos_16475_9f4a1c34","523108","COTILLON","2022,2023","SET CUMPLEAÑOS MY LITTLE PONY P/ 6 PERSO","MY LITTLE PONY","3100005231083","0","PRONOBEL","","Constanza Gaete","","","","","","","","","No completado - Nuevo"
"__export__.x_productos_16476_acc466c1","454419","COTILLON","2022","GLOBO MET DORADO 32IN LETRA I BIG PA","BIG PARTY","3100004544191","0","HUNAN FREE","PRONOBEL/HUNAN FREE","Constanza Gaete","True","True","","","","","","","Completado"
"__export__.x_productos_16477_d1e98d51","454424","COTILLON","2022","GLOBO MET DORADO 32IN LETRA M BIG PA","BIG PARTY","3100004544245","0","HUNAN FREE","PRONOBEL/HUNAN FREE","Constanza Gaete","True","True","","","","","","","Completado"
"__export__.x_productos_16478_193afb25","454425","COTILLON","","GLOBO MET DORADO 32IN LETRA N BIG PA","BIG PARTY","3100004544252","0","","","Constanza Gaete","True","True","","","","","","","Completado"
"__export__.x_productos_16479_7d7e8a1e","454463","COTILLON","","GLOBO METALICO PLATEADO 32IN LETRA C BIG","BIG PARTY","3100004544634","0","","","Constanza Gaete","True","True","","","","","","","Completado"
"__export__.x_productos_16480_6c309b24","454434","COTILLON","","GLOBO MET DORADO 32IN LETRA T BIG PA","BIG PARTY","3100004544344","0","","","Constanza Gaete","True","True","","","","","","","Completado"
"__export__.x_productos_16481_70af093b","461257","TECNOLOGIA","","TONER ALTERNATIVO HP COLOR C312Y AMARILL","DATACOM","","0","","","Karin Navarro","True","","","","","","","","No completado - Nuevo"
"__export__.x_productos_16482_dafc1719","391421","JUGUETERIA","","PERRO ARRASTRE Y ENCAJE EN MALLA 22CM   ","NOBEL TOYS","","0","","","Carolina Vega","","","","","","","","","No completado - Nuevo"
"__export__.x_productos_16484_505b3486","428041","JUGUETERIA","","ORGANO MUSICAL TREN ANIMAL EN CAJA 29X25","NOBEL TOYS","","0","","","Carolina Vega","","True","","","","","","","Completado"
"__export__.x_productos_16485_92a18fdc","446050","JUGUETERIA","","JUEGO PERRITO TIRITON 30X25CM           ","NOBEL TOYS","","0","","","Constanza Gaete","","","","","","","","","No completado - Nuevo"
"__export__.x_productos_16486_797ef7eb","502372","JUGUETERIA","","BEBE C/ACCE. SURTIDO 30x15CM            ","NOBEL TOYS","3100267958452","0","","","Carolina Vega","","","","","","","","","No completado - Nuevo"
"__export__.x_productos_16487_e62585eb","517455","JUGUETERIA","","SET DE TE C/ FUNCION 8 PCS 30X11X21 CM  ","NOBEL TOYS","3100005174557","0","","","Carolina Vega","","","","","","","","","No completado - Nuevo"
"__export__.x_productos_16488_bc8d71e2","448883","OFICINA Y LIBRERIA","2022,2023","LIBRO DE ACT APRENDO LOS NUMEROS 16 PAG","ART & CRAF","3100004488839","0","GUANGZHOU HENGYUAN PRINTING CO., LTD.","PRONOBEL/GUANGZHOU HENGYUAN PRINTING CO., LTD.","Paola Mena","True","","","","","","","","No completado - Nuevo"
"__export__.x_productos_16489_a5fa91c9","454444","COTILLON","2022","GLOBO MET PLATEADO 32IN #0 BIG PARTY","BIG PARTY","3100004544443","0","HUNAN FREE","PRONOBEL/HUNAN FREE","Constanza Gaete","True","True","","","","","","","Completado"
"__export__.x_productos_16490_a18c9705","454447","COTILLON","","GLOBO MET PLATEADO 32IN #3 BIG PARTY","BIG PARTY","3100004544474","0","","","Constanza Gaete","True","True","","","","","","","Completado"
"__export__.x_productos_16492_e760ff93","454460","COTILLON","2023","GLOBO METALICO PLATEADO 32IN LETRA B BIG","BIG PARTY","3100004544603","0","","","Constanza Gaete","True","True","","","","","","","Completado"
"__export__.x_productos_16493_a2708363","454468","COTILLON","","GLOBO METALICO PLATEADO 32IN LETRA H BIG","BIG PARTY","3100004544689","0","","","Constanza Gaete","True","True","","","","","","","Completado"
"__export__.x_productos_16494_e5034077","454423","COTILLON","2022","GLOBO MET DORADO 32IN LETRA L BIG PA","BIG PARTY","3100004544238","0","HUNAN FREE","PRONOBEL/HUNAN FREE","Constanza Gaete","True","True","","","","","","","Completado"
"__export__.x_productos_16495_a03b74ea","454474","COTILLON","2023","GLOBO METALICO PLATEADO 32IN LETRA N BIG","BIG PARTY","3100004544740","0","","","Constanza Gaete","True","True","","","","","","","Completado"
"__export__.x_productos_16496_b19ebd89","454464","COTILLON","","GLOBO METALICO PLATEADO 32IN LETRA D BIG","BIG PARTY","3100004544641","0","","","Constanza Gaete","True","True","","","","","","","Completado"
